timestamp,host,value
1493340590,h02,1.3
1493340590,h03,1.81
1493340590,h01,2
1493340591,s01,0.18
1493340600,h01,1.85
1493340600,h03,1.69
1493340600,h02,1.18
1493340601,s01,0.15
1493340610,h02,1.15
1493340610,h03,1.66
1493340610,h01,1.8
1493340611,s01,0.13
1493340620,h01,1.91
1493340620,h03,1.56
1493340620,h02,1.74
1493340621,s01,0.11
1493340630,h02,1.63
1493340630,h03,1.99
1493340630,h01,1.77
1493340631,s01,0.09
1493340640,h01,1.65
1493340640,h03,1.84
1493340640,h02,1.69
1493340641,s01,0.08
1493340650,h02,1.74
1493340650,h03,1.71
1493340650,h01,1.55
1493340651,s01,0.07
1493340660,h01,1.39
1493340660,h03,1.52
1493340660,h02,1.47
1493340661,s01,0.06
1493340670,h02,1.33
1493340670,h03,1.36
1493340670,h01,1.42
1493340671,s01,0.05
1493340680,h01,1.5
1493340680,h03,1.53
1493340680,h02,1.27
1493340681,s01,0.04
1493340690,h02,1.23
1493340690,h03,1.44
1493340690,h01,1.98
1493340691,s01,0.03
1493340700,h01,1.99
1493340700,h03,1.3
1493340700,h02,1.66
1493340701,s01,0.03
1493340710,h02,1.78
1493340710,h03,1.47
1493340710,h01,1.75
1493340711,s01,0.02
1493340720,h01,1.79
1493340720,h03,1.39
1493340720,h02,1.67
1493340721,s01,0.02
1493340730,h02,1.88
1493340730,h03,1.18
1493340730,h01,1.74
1493340731,s01,0.02
1493340740,h01,1.55
1493340740,h03,1.22
1493340740,h02,1.74
1493340741,s01,0.01
1493340750,h02,1.55
1493340750,h03,1.27
1493340750,h01,1.55
1493340751,s01,0.01
1493340760,h01,1.46
1493340760,h03,1.16
1493340760,h02,1.46
1493340761,s01,0.01
1493340770,h02,1.79
1493340770,h03,1.06
1493340770,h01,1.39
1493340771,s01,0.01
1493340780,h01,1.41
1493340780,h03,1.35
1493340780,h02,2.49
1493340781,s01,0
1493340790,h02,2.62
1493340790,h03,1.75
1493340790,h01,1.34
1493340791,s01,0
1493340800,h01,1.29
1493340800,h03,1.63
1493340800,h02,2.53
1493340801,s01,0
1493340810,h02,2.62
1493340810,h03,1.53
1493340810,h01,1.24
1493340811,s01,0
1493340820,h01,1.21
1493340820,h03,1.45
1493340820,h02,2.37
1493340821,s01,0
1493340830,h02,2.24
1493340830,h03,1.38
1493340830,h01,1.25
1493340831,s01,0
1493340840,h01,1.22
1493340840,h03,1.32
1493340840,h02,1.98
1493340841,s01,0.07
1493340850,h02,2.23
1493340850,h03,1.19
1493340850,h01,1.5
1493340851,s01,0.06
1493340860,h01,1.35
1493340860,h03,1.01
1493340860,h02,2.04
1493340861,s01,0.05
1493340870,h02,1.8
1493340870,h03,0.85
1493340870,h01,1.3
1493340871,s01,0.04
1493340880,h01,1.26
1493340880,h03,0.88
1493340880,h02,1.6
1493340881,s01,0.04
1493340890,h02,1.75
1493340890,h03,1.13
1493340890,h01,1.68
1493340891,s01,0.03
1493340900,h01,1.89
1493340900,h03,1.42
1493340900,h02,1.63
1493340901,s01,0.02
1493340910,h02,1.62
1493340910,h03,1.44
1493340910,h01,1.75
1493340911,s01,0.02
1493340920,h01,2.04
1493340920,h03,2.2
1493340920,h02,2.53
1493340921,s01,0.02
1493340930,h02,2.75
1493340930,h03,2.09
1493340930,h01,2.17
1493340931,s01,0.01
1493340940,h01,1.91
1493340940,h03,2
1493340940,h02,2.56
1493340941,s01,0.01
1493340950,h02,2.47
1493340950,h03,2.38
1493340950,h01,2.22
1493340951,s01,0.01
1493340960,h01,2.03
1493340960,h03,2.39
1493340960,h02,2.24
1493340961,s01,0.01
1493340970,h02,2.21
1493340970,h03,2.25
1493340970,h01,2.02
1493340971,s01,0.01
1493340980,h01,1.94
1493340980,h03,1.91
1493340980,h02,1.87
1493340981,s01,0
1493340990,h02,1.88
1493340990,h03,1.61
1493340990,h01,2.05
1493340991,s01,0
1493341000,h01,2.44
1493341000,h03,1.6
1493341000,h02,1.75
1493341001,s01,0
1493341010,h02,1.48
1493341010,h03,1.44
1493341010,h01,2.14
1493341011,s01,0
1493341020,h01,2.4
1493341020,h03,1.29
1493341020,h02,1.77
1493341021,s01,0
1493341030,h02,1.64
1493341030,h03,1.32
1493341030,h01,2.18
1493341031,s01,0
1493341040,h01,1.85
1493341040,h03,1.34
1493341040,h02,1.39
1493341041,s01,0
1493341050,h02,2.29
1493341050,h03,1.14
1493341050,h01,1.64
1493341051,s01,0
1493341060,h01,1.69
1493341060,h03,1.98
1493341060,h02,2.32
1493341061,s01,0
1493341070,h02,2.34
1493341070,h03,1.83
1493341070,h01,1.58
1493341071,s01,0.08
1493341080,h01,1.89
1493341080,h03,2
1493341080,h02,2.29
1493341081,s01,0.07
1493341090,h02,2.32
1493341090,h03,2.07
1493341090,h01,1.9
1493341091,s01,0.06
1493341100,h01,1.93
1493341100,h03,2.06
1493341100,h02,3.44
1493341101,s01,0.05
1493341110,h02,3.07
1493341110,h03,1.9
1493341110,h01,1.93
1493341111,s01,0.04
1493341120,h01,1.94
1493341120,h03,1.76
1493341120,h02,2.82
1493341121,s01,0.03
1493341130,h02,2.85
1493341130,h03,1.88
1493341130,h01,1.72
1493341131,s01,0.03
1493341140,h01,1.53
1493341140,h03,1.75
1493341140,h02,2.41
1493341141,s01,0.02
1493341150,h02,2.27
1493341150,h03,1.48
1493341150,h01,1.3
1493341151,s01,0.02
1493341160,h01,1.26
1493341160,h03,1.25
1493341160,h02,2.22
1493341161,s01,0.02
1493341170,h02,2.03
1493341170,h03,1.29
1493341170,h01,1.21
1493341171,s01,0.01
1493341180,h01,1.1
1493341180,h03,1.56
1493341180,h02,1.87
1493341181,s01,0.01
1493341190,h02,1.89
1493341190,h03,1.69
1493341190,h01,0.93
1493341191,s01,0.01
1493341200,h01,0.79
1493341200,h03,1.73
1493341200,h02,1.97
1493341201,s01,0.01
1493341210,h02,2.06
1493341210,h03,1.61
1493341210,h01,0.67
1493341211,s01,0
1493341220,h01,0.56
1493341220,h03,1.51
1493341220,h02,1.89
1493341221,s01,0
1493341230,h02,1.75
1493341230,h03,1.43
1493341230,h01,0.78
1493341231,s01,0
1493341240,h01,1.11
1493341240,h03,1.51
1493341240,h02,1.64
1493341241,s01,0
1493341250,h02,1.47
1493341250,h03,1.36
1493341250,h01,1.53
1493341251,s01,0
1493341260,h01,1.52
1493341260,h03,1.69
1493341260,h02,1.55
1493341261,s01,0
1493341270,h02,1.46
1493341270,h03,1.58
1493341270,h01,1.44
1493341271,s01,0
1493341280,h01,1.44
1493341280,h03,1.49
1493341280,h02,1.39
1493341281,s01,0
1493341290,h02,1.65
1493341290,h03,1.41
1493341290,h01,1.38
1493341291,s01,0
1493341300,h01,1.24
1493341300,h03,1.35
1493341300,h02,2.02
1493341301,s01,0
1493341310,h02,1.87
1493341310,h03,1.3
1493341310,h01,1.29
1493341311,s01,0.07
1493341320,h01,1.32
1493341320,h03,1.4
1493341320,h02,1.9
1493341321,s01,0.06
1493341330,h02,1.76
1493341330,h03,1.26
1493341330,h01,1.27
1493341331,s01,0.05
1493341340,h01,1.23
1493341340,h03,1.22
1493341340,h02,1.95
1493341341,s01,0.04
1493341350,h02,1.81
1493341350,h03,1.19
1493341350,h01,1.19
1493341351,s01,0.04
1493341360,h01,1.24
1493341360,h03,1.16
1493341360,h02,1.69
1493341361,s01,0.1
1493341370,h02,1.58
1493341370,h03,1.13
1493341370,h01,1.2
1493341371,s01,0.09
1493341380,h01,1.25
1493341380,h03,1.19
1493341380,h02,1.66
1493341381,s01,0.07
1493341390,h02,1.56
1493341390,h03,1.16
1493341390,h01,1.21
1493341391,s01,0.06
1493341400,h01,1.18
1493341400,h03,1.14
1493341400,h02,1.54
1493341401,s01,0.05
1493341410,h02,2.81
1493341410,h03,1.12
1493341410,h01,1.62
1493341411,s01,0.04
1493341420,h01,1.52
1493341420,h03,1.1
1493341420,h02,3.49
1493341421,s01,0.04
1493341430,h02,3.11
1493341430,h03,1.08
1493341430,h01,1.68
1493341431,s01,0.03
1493341440,h01,1.65
1493341440,h03,1.07
1493341440,h02,2.86
1493341441,s01,0.02
1493341450,h02,2.5
1493341450,h03,0.9
1493341450,h01,1.4
1493341451,s01,0.02
1493341460,h01,1.26
1493341460,h03,1.07
1493341460,h02,2.11
1493341461,s01,0.02
1493341470,h02,2.02
1493341470,h03,1.2
1493341470,h01,1.22
1493341471,s01,0.01
1493341480,h01,1.19
1493341480,h03,1.25
1493341480,h02,1.87
1493341481,s01,0.01
1493341490,h02,1.74
1493341490,h03,1.36
1493341490,h01,1.16
1493341491,s01,0.01
1493341500,h01,1.28
1493341500,h03,1.45
1493341500,h02,1.62
1493341501,s01,0.01
1493341510,h02,1.9
1493341510,h03,1.53
1493341510,h01,1.24
1493341511,s01,0.01
1493341520,h01,1.2
1493341520,h03,1.38
1493341520,h02,1.85
1493341521,s01,0
1493341530,h02,1.72
1493341530,h03,1.32
1493341530,h01,1.94
1493341531,s01,0
1493341540,h01,2.56
1493341540,h03,1.34
1493341540,h02,1.6
1493341541,s01,0
1493341550,h02,1.44
1493341550,h03,1.29
1493341550,h01,2.87
1493341551,s01,0
1493341560,h01,2.97
1493341560,h03,1.24
1493341560,h02,1.52
1493341561,s01,0
1493341570,h02,1.52
1493341570,h03,1.58
1493341570,h01,3.13
1493341571,s01,0
1493341580,h01,3.42
1493341580,h03,1.57
1493341580,h02,1.52
1493341581,s01,0
1493341590,h02,1.45
1493341590,h03,1.64
1493341590,h01,3.59
1493341591,s01,0
1493341600,h01,3.65
1493341600,h03,1.54
1493341600,h02,1.94
1493341601,s01,0
1493341610,h02,1.8
1493341610,h03,1.46
1493341610,h01,4.07
1493341611,s01,0
1493341620,h01,4.22
1493341620,h03,1.39
1493341620,h02,1.52
1493341621,s01,0
1493341630,h02,1.36
1493341630,h03,1.33
1493341630,h01,4.57
1493341631,s01,0
1493341640,h01,4.56
1493341640,h03,1.28
1493341640,h02,1.53
1493341641,s01,0
1493341650,h02,1.45
1493341650,h03,1.32
1493341650,h01,4.62
1493341651,s01,0
1493341660,h01,4.61
1493341660,h03,1.27
1493341660,h02,1.53
1493341661,s01,0
1493341670,h02,1.75
1493341670,h03,1.31
1493341670,h01,4.67
1493341671,s01,0
1493341680,h01,4.66
1493341680,h03,1.34
1493341680,h02,1.72
1493341681,s01,0
1493341690,h02,1.53
1493341690,h03,1.45
1493341690,h01,4.7
1493341691,s01,0
1493341700,h01,4.81
1493341700,h03,1.54
1493341700,h02,1.45
1493341701,s01,0
1493341710,h02,1.62
1493341710,h03,1.85
1493341710,h01,4.46
1493341711,s01,0
1493341720,h01,4.33
1493341720,h03,1.72
1493341720,h02,2
1493341721,s01,0
1493341730,h02,3.33
1493341730,h03,1.61
1493341730,h01,4.44
1493341731,s01,0
1493341740,h01,4.38
1493341740,h03,1.52
1493341740,h02,3.05
1493341741,s01,0
1493341750,h02,3.44
1493341750,h03,1.36
1493341750,h01,4.09
1493341751,s01,0
1493341760,h01,3.77
1493341760,h03,1.3
1493341760,h02,3.36
1493341761,s01,0
1493341770,h02,3
1493341770,h03,1.25
1493341770,h01,3.59
1493341771,s01,0
1493341780,h01,3.8
1493341780,h03,1.21
1493341780,h02,2.77
1493341781,s01,0
1493341790,h02,2.5
1493341790,h03,1.58
1493341790,h01,3.98
1493341791,s01,0
1493341800,h01,4.29
1493341800,h03,1.65
1493341800,h02,2.27
1493341801,s01,0
1493341810,h02,2.07
1493341810,h03,1.84
1493341810,h01,4.01
1493341811,s01,0
1493341820,h01,3.55
1493341820,h03,1.94
1493341820,h02,2.63
1493341821,s01,0
1493341830,h02,2.97
1493341830,h03,2.18
1493341830,h01,3.15
1493341831,s01,0.07
1493341840,h01,2.74
1493341840,h03,2.69
1493341840,h02,3.19
1493341841,s01,0.21
1493341850,h02,2.77
1493341850,h03,3.05
1493341850,h01,2.32
1493341851,s01,0.47
1493341860,h01,2.27
1493341860,h03,3.42
1493341860,h02,2.56
1493341861,s01,0.4
1493341870,h02,2.32
1493341870,h03,3.2
1493341870,h01,2
1493341871,s01,0.34
1493341880,h01,1.84
1493341880,h03,3.41
1493341880,h02,2.04
1493341881,s01,0.28
1493341890,h02,1.97
1493341890,h03,3.43
1493341890,h01,1.71
1493341891,s01,0.24
1493341900,h01,1.61
1493341900,h03,3.53
1493341900,h02,1.97
1493341901,s01,0.2
1493341910,h02,1.98
1493341910,h03,3.83
1493341910,h01,1.83
1493341911,s01,0.17
1493341920,h01,1.78
1493341920,h03,3.85
1493341920,h02,1.83
1493341921,s01,0.14
1493341930,h02,1.78
1493341930,h03,3.86
1493341930,h01,1.89
1493341931,s01,0.12
1493341940,h01,2.75
1493341940,h03,4.05
1493341940,h02,1.9
1493341941,s01,0.1
1493341950,h02,1.92
1493341950,h03,4.19
1493341950,h01,2.79
1493341951,s01,0.09
1493341960,h01,2.74
1493341960,h03,4.46
1493341960,h02,2.67
1493341961,s01,0.07
1493341970,h02,2.63
1493341970,h03,4.85
1493341970,h01,2.63
1493341971,s01,0.06
1493341980,h01,2.53
1493341980,h03,5.1
1493341980,h02,2.61
1493341981,s01,0.05
1493341990,h02,2.51
1493341990,h03,5.47
1493341990,h01,2.45
1493341991,s01,0.04
1493342000,h01,2.75
1493342000,h03,6.1
1493342000,h02,2.52
1493342001,s01,0.04
1493342010,h02,2.44
1493342010,h03,6.4
1493342010,h01,2.71
1493342011,s01,0.03
1493342020,h01,2.52
1493342020,h03,6.41
1493342020,h02,2.29
1493342021,s01,0.02
1493342030,h02,2.09
1493342030,h03,6.04
1493342030,h01,2.29
1493342031,s01,0.02
1493342040,h01,2.09
1493342040,h03,6.24
1493342040,h02,2.88
1493342041,s01,0.02
1493342050,h02,4.06
1493342050,h03,5.9
1493342050,h01,2.22
1493342051,s01,0.01
1493342060,h01,2.33
1493342060,h03,5.68
1493342060,h02,3.59
1493342061,s01,0.01
1493342070,h02,3.18
1493342070,h03,5.26
1493342070,h01,3.01
1493342071,s01,0.01
1493342080,h01,2.7
1493342080,h03,4.99
1493342080,h02,2.93
1493342081,s01,0.01
1493342090,h02,2.64
1493342090,h03,4.61
1493342090,h01,2.36
1493342091,s01,0.01
1493342100,h01,2.07
1493342100,h03,4.29
1493342100,h02,2.23
1493342101,s01,0
1493342110,h02,1.97
1493342110,h03,3.93
1493342110,h01,1.83
1493342111,s01,0
1493342120,h01,1.7
1493342120,h03,3.89
1493342120,h02,1.75
1493342121,s01,0
1493342130,h02,1.48
1493342130,h03,3.89
1493342130,h01,1.67
1493342131,s01,0
1493342140,h01,1.49
1493342140,h03,3.6
1493342140,h02,1.33
1493342141,s01,0
1493342150,h02,1.2
1493342150,h03,3.2
1493342150,h01,1.41
1493342151,s01,0
1493342160,h01,1.35
1493342160,h03,3.24
1493342160,h02,1.31
1493342161,s01,0
1493342170,h02,1.27
1493342170,h03,2.89
1493342170,h01,1.14
1493342171,s01,0
1493342180,h01,1.37
1493342180,h03,2.61
1493342180,h02,1.44
1493342181,s01,0
1493342190,h02,1.37
1493342190,h03,2.6
1493342190,h01,1.23
1493342191,s01,0
1493342200,h01,1.04
1493342200,h03,2.35
1493342200,h02,1.16
1493342201,s01,0
1493342210,h02,1.22
1493342210,h03,2.96
1493342210,h01,0.88
1493342211,s01,0
1493342220,h01,0.82
1493342220,h03,2.51
1493342220,h02,1.35
1493342221,s01,0
1493342230,h02,1.23
1493342230,h03,2.2
1493342230,h01,0.69
1493342231,s01,0
1493342240,h01,0.66
1493342240,h03,1.94
1493342240,h02,1.18
1493342241,s01,0
1493342250,h02,1
1493342250,h03,1.8
1493342250,h01,0.79
1493342251,s01,0
1493342260,h01,0.97
1493342260,h03,1.67
1493342260,h02,0.85
1493342261,s01,0
1493342270,h02,0.72
1493342270,h03,1.49
1493342270,h01,0.96
1493342271,s01,0
1493342280,h01,0.97
1493342280,h03,1.49
1493342280,h02,0.68
1493342281,s01,0
1493342290,h02,0.73
1493342290,h03,1.26
1493342290,h01,0.89
1493342291,s01,0
1493342300,h01,0.91
1493342300,h03,1.53
1493342300,h02,0.77
1493342301,s01,0
1493342310,h02,0.65
1493342310,h03,1.46
1493342310,h01,1.01
1493342311,s01,0
1493342320,h01,0.85
1493342320,h03,1.46
1493342320,h02,0.55
1493342321,s01,0
1493342330,h02,0.47
1493342330,h03,1.24
1493342330,h01,0.72
1493342331,s01,0
1493342340,h01,0.77
1493342340,h03,1.28
1493342340,h02,0.63
1493342341,s01,0
1493342350,h02,0.69
1493342350,h03,1.46
1493342350,h01,0.8
1493342351,s01,0
1493342360,h01,0.99
1493342360,h03,1.47
1493342360,h02,1.69
1493342361,s01,0
1493342370,h02,3.25
1493342370,h03,1.7
1493342370,h01,0.98
1493342371,s01,0
1493342380,h01,1.06
1493342380,h03,1.67
1493342380,h02,3.13
1493342381,s01,0
1493342390,h02,2.87
1493342390,h03,1.71
1493342390,h01,0.9
1493342391,s01,0
1493342400,h01,0.91
1493342400,h03,1.82
1493342400,h02,2.66
1493342401,s01,0
1493342410,h02,2.48
1493342410,h03,2.09
1493342410,h01,1.16
1493342411,s01,0
1493342420,h01,1.21
1493342420,h03,2.07
1493342420,h02,2.25
1493342421,s01,0
1493342430,h02,1.99
1493342430,h03,1.91
1493342430,h01,1.26
1493342431,s01,0
1493342440,h01,1.07
1493342440,h03,1.77
1493342440,h02,1.83
1493342441,s01,0
1493342450,h02,1.55
1493342450,h03,1.95
1493342450,h01,0.9
1493342451,s01,0
1493342460,h01,0.76
1493342460,h03,2.03
1493342460,h02,1.31
1493342461,s01,0
1493342470,h02,1.11
1493342470,h03,1.87
1493342470,h01,0.65
1493342471,s01,0
1493342480,h01,0.55
1493342480,h03,1.81
1493342480,h02,0.94
1493342481,s01,0
1493342490,h02,0.79
1493342490,h03,1.92
1493342490,h01,0.62
1493342491,s01,0
1493342500,h01,0.69
1493342500,h03,1.86
1493342500,h02,0.75
1493342501,s01,0
1493342510,h02,0.78
1493342510,h03,1.88
1493342510,h01,0.58
1493342511,s01,0
1493342520,h01,0.49
1493342520,h03,1.9
1493342520,h02,0.74
1493342521,s01,0
1493342530,h02,0.7
1493342530,h03,1.68
1493342530,h01,0.41
1493342531,s01,0
1493342540,h01,0.43
1493342540,h03,1.5
1493342540,h02,0.59
1493342541,s01,0
1493342550,h02,0.66
1493342550,h03,1.5
1493342550,h01,0.66
1493342551,s01,0
1493342560,h01,1.03
1493342560,h03,1.42
1493342560,h02,0.72
1493342561,s01,0
1493342570,h02,0.76
1493342570,h03,1.35
1493342570,h01,1.02
1493342571,s01,0
1493342580,h01,1.02
1493342580,h03,1.3
1493342580,h02,0.8
1493342581,s01,0
1493342590,h02,0.83
1493342590,h03,1.65
1493342590,h01,1.02
1493342591,s01,0
1493342600,h01,0.93
1493342600,h03,1.55
1493342600,h02,1.18
1493342601,s01,0
1493342610,h02,1.3
1493342610,h03,1.47
1493342610,h01,1.02
1493342611,s01,0
1493342620,h01,1.09
1493342620,h03,1.39
1493342620,h02,1.26
1493342621,s01,0
1493342630,h02,1.59
1493342630,h03,1.18
1493342630,h01,0.92
1493342631,s01,0
1493342640,h01,0.78
1493342640,h03,1.08
1493342640,h02,1.34
1493342641,s01,0
1493342650,h02,1.21
1493342650,h03,0.91
1493342650,h01,0.66
1493342651,s01,0
1493342660,h01,0.56
1493342660,h03,0.85
1493342660,h02,1.1
1493342661,s01,0
1493342670,h02,1.47
1493342670,h03,1.1
1493342670,h01,0.55
1493342671,s01,0
1493342680,h01,1.3
1493342680,h03,1.01
1493342680,h02,1.7
1493342681,s01,0
1493342690,h02,1.6
1493342690,h03,1.08
1493342690,h01,1.25
1493342691,s01,0
1493342700,h01,1.06
1493342700,h03,1.3
1493342700,h02,1.5
1493342701,s01,0
1493342710,h02,1.65
1493342710,h03,1.18
1493342710,h01,1.05
1493342711,s01,0
1493342720,h01,1.04
1493342720,h03,1.15
1493342720,h02,1.78
1493342721,s01,0
1493342730,h02,1.66
1493342730,h03,1.13
1493342730,h01,1.11
1493342731,s01,0
1493342740,h01,1.09
1493342740,h03,1.26
1493342740,h02,1.79
1493342741,s01,0
1493342750,h02,1.91
1493342750,h03,1.23
1493342750,h01,1.37
1493342751,s01,0
1493342760,h01,1.31
1493342760,h03,1.27
1493342760,h02,1.85
1493342761,s01,0
1493342770,h02,1.8
1493342770,h03,1.37
1493342770,h01,1.18
1493342771,s01,0
1493342780,h01,1.22
1493342780,h03,1.68
1493342780,h02,1.83
1493342781,s01,0
1493342790,h02,1.85
1493342790,h03,1.65
1493342790,h01,1.19
1493342791,s01,0
1493342800,h01,1.16
1493342800,h03,1.63
1493342800,h02,1.8
1493342801,s01,0
1493342810,h02,1.84
1493342810,h03,1.7
1493342810,h01,1.13
1493342811,s01,0
1493342820,h01,1.11
1493342820,h03,1.66
1493342820,h02,1.63
1493342821,s01,0
1493342830,h02,1.54
1493342830,h03,1.55
1493342830,h01,1.09
1493342831,s01,0
1493342840,h01,1.32
1493342840,h03,1.55
1493342840,h02,1.53
1493342841,s01,0
1493342850,h02,1.45
1493342850,h03,1.39
1493342850,h01,1.34
1493342851,s01,0
1493342860,h01,1.36
1493342860,h03,1.33
1493342860,h02,1.38
1493342861,s01,0
1493342870,h02,1.4
1493342870,h03,1.2
1493342870,h01,1.7
1493342871,s01,0
1493342880,h01,1.59
1493342880,h03,1.17
1493342880,h02,1.42
1493342881,s01,0
1493342890,h02,1.27
1493342890,h03,0.99
1493342890,h01,1.57
1493342891,s01,0
1493342900,h01,1.56
1493342900,h03,0.91
1493342900,h02,1.45
1493342901,s01,0
1493342910,h02,1.54
1493342910,h03,1
1493342910,h01,1.47
1493342911,s01,0
1493342920,h01,1.47
1493342920,h03,1.08
1493342920,h02,1.69
1493342921,s01,0
1493342930,h02,1.74
1493342930,h03,1.07
1493342930,h01,1.4
1493342931,s01,0
1493342940,h01,1.34
1493342940,h03,1.06
1493342940,h02,1.63
1493342941,s01,0
1493342950,h02,1.61
1493342950,h03,1.13
1493342950,h01,1.28
1493342951,s01,0
1493342960,h01,1.24
1493342960,h03,1.35
1493342960,h02,1.75
1493342961,s01,0
1493342970,h02,1.85
1493342970,h03,1.22
1493342970,h01,1.44
1493342971,s01,0
1493342980,h01,1.3
1493342980,h03,1.5
1493342980,h02,1.72
1493342981,s01,0
1493342990,h02,1.92
1493342990,h03,1.35
1493342990,h01,1.25
1493342991,s01,0
1493343000,h01,1.13
1493343000,h03,1.38
1493343000,h02,1.78
1493343001,s01,0
1493343010,h02,1.66
1493343010,h03,1.4
1493343010,h01,1.27
1493343011,s01,0
1493343020,h01,1.3
1493343020,h03,1.26
1493343020,h02,1.72
1493343021,s01,0.07
1493343030,h02,1.61
1493343030,h03,1.29
1493343030,h01,1.4
1493343031,s01,0.06
1493343040,h01,1.5
1493343040,h03,1.24
1493343040,h02,1.52
1493343041,s01,0.05
1493343050,h02,1.44
1493343050,h03,1.29
1493343050,h01,1.58
1493343051,s01,0.04
1493343060,h01,1.66
1493343060,h03,1.32
1493343060,h02,1.44
1493343061,s01,0.04
1493343070,h02,1.37
1493343070,h03,1.27
1493343070,h01,1.56
1493343071,s01,0.03
1493343080,h01,1.32
1493343080,h03,1.23
1493343080,h02,1.32
1493343081,s01,0.25
1493343090,h02,1.27
1493343090,h03,1.19
1493343090,h01,1.27
1493343091,s01,0.21
1493343100,h01,1.3
1493343100,h03,1.46
1493343100,h02,1.31
1493343101,s01,0.18
1493343110,h02,1.26
1493343110,h03,1.47
1493343110,h01,1.33
1493343111,s01,0.15
1493343120,h01,1.28
1493343120,h03,1.47
1493343120,h02,1.14
1493343121,s01,0.12
1493343130,h02,1.2
1493343130,h03,2.01
1493343130,h01,1.38
1493343131,s01,0.1
1493343140,h01,1.48
1493343140,h03,1.85
1493343140,h02,1.17
1493343141,s01,0.09
1493343150,h02,1.37
1493343150,h03,1.94
1493343150,h01,1.32
1493343151,s01,0.07
1493343160,h01,1.27
1493343160,h03,1.88
1493343160,h02,1.31
1493343161,s01,0.06
1493343170,h02,1.26
1493343170,h03,1.82
1493343170,h01,1.23
1493343171,s01,0.05
1493343180,h01,1.27
1493343180,h03,1.93
1493343180,h02,1.14
1493343181,s01,0.04
1493343190,h02,1.41
1493343190,h03,1.7
1493343190,h01,1.39
1493343191,s01,0.04
1493343200,h01,1.33
1493343200,h03,1.67
1493343200,h02,1.42
1493343201,s01,0.03
1493343210,h02,1.44
1493343210,h03,1.57
1493343210,h01,1.28
1493343211,s01,0.03
1493343220,h01,1.16
1493343220,h03,2.01
1493343220,h02,1.37
1493343221,s01,0.02
1493343230,h02,1.31
1493343230,h03,1.86
1493343230,h01,1.14
1493343231,s01,0.02
1493343240,h01,1.11
1493343240,h03,1.8
1493343240,h02,1.49
1493343241,s01,0.01
1493343250,h02,1.49
1493343250,h03,1.91
1493343250,h01,1.02
1493343251,s01,0.01
1493343260,h01,1.01
1493343260,h03,1.7
1493343260,h02,1.42
1493343261,s01,0.01
1493343270,h02,1.73
1493343270,h03,1.59
1493343270,h01,1.01
1493343271,s01,0.01
1493343280,h01,1.08
1493343280,h03,1.65
1493343280,h02,2.15
1493343281,s01,0.01
1493343290,h02,2.21
1493343290,h03,1.55
1493343290,h01,1.07
1493343291,s01,0
1493343300,h01,1.37
1493343300,h03,1.47
1493343300,h02,2.66
1493343301,s01,0
1493343310,h02,2.62
1493343310,h03,1.39
1493343310,h01,1.39
1493343311,s01,0
1493343320,h01,1.41
1493343320,h03,1.33
1493343320,h02,2.53
1493343321,s01,0
1493343330,h02,2.3
1493343330,h03,1.28
1493343330,h01,1.35
1493343331,s01,0
1493343340,h01,1.38
1493343340,h03,1.24
1493343340,h02,2.17
1493343341,s01,0
1493343350,h02,1.99
1493343350,h03,1.2
1493343350,h01,2.11
1493343351,s01,0
1493343360,h01,1.86
1493343360,h03,1.17
1493343360,h02,1.84
1493343361,s01,0
1493343370,h02,1.71
1493343370,h03,1.36
1493343370,h01,1.73
1493343371,s01,0
1493343380,h01,1.62
1493343380,h03,1.32
1493343380,h02,1.68
1493343381,s01,0
1493343390,h02,1.49
1493343390,h03,1.58
1493343390,h01,1.52
1493343391,s01,0
1493343400,h01,1.44
1493343400,h03,1.49
1493343400,h02,1.42
1493343401,s01,0
1493343410,h02,1.27
1493343410,h03,1.63
1493343410,h01,1.29
1493343411,s01,0
1493343420,h01,1.25
1493343420,h03,1.45
1493343420,h02,1.16
1493343421,s01,0
1493343430,h02,1.13
1493343430,h03,1.38
1493343430,h01,1.13
1493343431,s01,0
1493343440,h01,1.19
1493343440,h03,1.69
1493343440,h02,1.27
1493343441,s01,0
1493343450,h02,1.3
1493343450,h03,1.58
1493343450,h01,1.16
1493343451,s01,0
1493343460,h01,1.13
1493343460,h03,1.49
1493343460,h02,1.26
1493343461,s01,0.08
1493343470,h02,1.29
1493343470,h03,1.42
1493343470,h01,1.11
1493343471,s01,0.15
1493343480,h01,1.02
1493343480,h03,1.43
1493343480,h02,1.25
1493343481,s01,0.12
1493343490,h02,1.67
1493343490,h03,1.29
1493343490,h01,1.49
1493343491,s01,0.1
1493343500,h01,1.42
1493343500,h03,1.32
1493343500,h02,1.57
1493343501,s01,0.09
1493343510,h02,1.48
1493343510,h03,1.43
1493343510,h01,1.35
1493343511,s01,0.07
1493343520,h01,1.3
1493343520,h03,1.36
1493343520,h02,1.41
1493343521,s01,0.06
1493343530,h02,1.57
1493343530,h03,1.3
1493343530,h01,1.25
1493343531,s01,0.05
1493343540,h01,1.21
1493343540,h03,1.26
1493343540,h02,1.48
1493343541,s01,0.04
1493343550,h02,1.41
1493343550,h03,1.22
1493343550,h01,1.25
1493343551,s01,0.04
1493343560,h01,1.29
1493343560,h03,1.18
1493343560,h02,1.34
1493343561,s01,0.11
1493343570,h02,1.29
1493343570,h03,1.15
