timestamp,host,value
1493343570,h01,1.32
1493343571,s01,0.17
1493343580,h01,1.49
1493343580,h03,1.06
1493343580,h02,1.25
1493343581,s01,0.15
1493343590,h02,1.21
1493343590,h03,1.13
1493343590,h01,1.26
1493343591,s01,0.12
1493343600,h01,1.14
1493343600,h03,1.11
1493343600,h02,1.4
1493343601,s01,0.18
1493343610,h02,1.42
1493343610,h03,1.09
1493343610,h01,1.2
1493343611,s01,0.16
1493343620,h01,1.17
1493343620,h03,1
1493343620,h02,1.81
1493343621,s01,0.13
1493343630,h02,1.83
1493343630,h03,1.15
1493343630,h01,1.07
1493343631,s01,0.11
1493343640,h01,0.98
1493343640,h03,1.37
1493343640,h02,1.78
1493343641,s01,0.09
1493343650,h02,1.74
1493343650,h03,1.24
1493343650,h01,0.99
1493343651,s01,0.08
1493343660,h01,0.99
1493343660,h03,1.37
1493343660,h02,1.55
1493343661,s01,0.14
1493343670,h02,1.31
1493343670,h03,1.23
1493343670,h01,1.07
1493343671,s01,0.12
1493343680,h01,1.06
1493343680,h03,1.04
1493343680,h02,1.26
1493343681,s01,0.1
1493343690,h02,1.66
1493343690,h03,1.19
1493343690,h01,1.05
1493343691,s01,0.08
1493343700,h01,0.97
1493343700,h03,1.08
1493343700,h02,1.63
1493343701,s01,0.07
1493343710,h02,1.38
1493343710,h03,1.23
1493343710,h01,0.89
1493343711,s01,0.06
1493343720,h01,0.84
1493343720,h03,1.04
1493343720,h02,1.17
1493343721,s01,0.05
1493343730,h02,0.99
1493343730,h03,1.1
1493343730,h01,0.87
1493343731,s01,0.04
1493343740,h01,0.81
1493343740,h03,1.09
1493343740,h02,1.16
1493343741,s01,0.04
1493343750,h02,0.98
1493343750,h03,1.23
1493343750,h01,0.68
1493343751,s01,0.03
1493343760,h01,0.73
1493343760,h03,1.04
1493343760,h02,0.97
1493343761,s01,0.02
1493343770,h02,0.82
1493343770,h03,0.88
1493343770,h01,0.7
1493343771,s01,0.02
1493343780,h01,0.59
1493343780,h03,0.9
1493343780,h02,0.7
1493343781,s01,0.02
1493343790,h02,0.59
1493343790,h03,0.84
1493343790,h01,0.5
1493343791,s01,0.01
1493343800,h01,0.66
1493343800,h03,0.71
1493343800,h02,0.73
1493343801,s01,0.01
1493343810,h02,0.62
1493343810,h03,0.6
1493343810,h01,0.64
1493343811,s01,0.01
1493343820,h01,0.54
1493343820,h03,0.51
1493343820,h02,0.68
1493343821,s01,0.01
1493343830,h02,0.58
1493343830,h03,0.43
1493343830,h01,0.53
1493343831,s01,0.01
1493343840,h01,0.45
1493343840,h03,0.6
1493343840,h02,0.49
1493343841,s01,0
1493343850,h02,0.41
1493343850,h03,0.51
1493343850,h01,0.38
1493343851,s01,0
1493343860,h01,0.32
1493343860,h03,0.43
1493343860,h02,0.35
1493343861,s01,0
1493343870,h02,0.29
1493343870,h03,0.44
1493343870,h01,0.27
1493343871,s01,0
1493343880,h01,0.23
1493343880,h03,0.45
1493343880,h02,0.25
1493343881,s01,0
1493343890,h02,0.21
1493343890,h03,0.6
1493343890,h01,0.19
1493343891,s01,0
1493343900,h01,0.16
1493343900,h03,0.51
1493343900,h02,0.26
1493343901,s01,0
1493343910,h02,0.22
1493343910,h03,0.59
1493343910,h01,0.22
1493343911,s01,0
1493343920,h01,0.34
1493343920,h03,0.96
1493343920,h02,0.35
1493343921,s01,0
1493343930,h02,0.89
1493343930,h03,0.81
1493343930,h01,0.74
1493343931,s01,0
1493343940,h01,0.77
1493343940,h03,0.77
1493343940,h02,0.76
1493343941,s01,0
1493343950,h02,0.64
1493343950,h03,0.65
1493343950,h01,0.96
1493343951,s01,0
1493343960,h01,0.81
1493343960,h03,0.77
1493343960,h02,0.54
1493343961,s01,0
1493343970,h02,0.77
1493343970,h03,0.73
1493343970,h01,0.85
1493343971,s01,0
1493343980,h01,0.88
1493343980,h03,0.62
1493343980,h02,0.65
1493343981,s01,0
1493343990,h02,0.6
1493343990,h03,0.52
1493343990,h01,0.74
1493343991,s01,0
1493344000,h01,0.63
1493344000,h03,0.6
1493344000,h02,0.58
1493344001,s01,0
1493344010,h02,0.49
1493344010,h03,0.58
1493344010,h01,0.77
1493344011,s01,0
1493344020,h01,0.73
1493344020,h03,0.49
1493344020,h02,0.5
1493344021,s01,0
1493344030,h02,0.42
1493344030,h03,0.42
1493344030,h01,0.62
1493344031,s01,0.07
1493344040,h01,0.52
1493344040,h03,0.35
1493344040,h02,1.02
1493344041,s01,0.06
1493344050,h02,1.4
1493344050,h03,0.3
1493344050,h01,0.44
1493344051,s01,0.05
1493344060,h01,0.45
1493344060,h03,0.57
1493344060,h02,1.4
1493344061,s01,0.04
1493344070,h02,2.22
1493344070,h03,0.56
1493344070,h01,0.38
1493344071,s01,0.04
1493344080,h01,0.32
1493344080,h03,0.47
1493344080,h02,1.95
1493344081,s01,0.03
1493344090,h02,1.8
1493344090,h03,0.4
1493344090,h01,0.27
1493344091,s01,0.02
1493344100,h01,0.23
1493344100,h03,0.34
1493344100,h02,1.67
1493344101,s01,0.02
1493344110,h02,1.89
1493344110,h03,0.29
1493344110,h01,0.35
1493344111,s01,0.02
1493344120,h01,0.29
1493344120,h03,0.24
1493344120,h02,1.82
1493344121,s01,0.01
1493344130,h02,1.61
1493344130,h03,0.28
1493344130,h01,0.41
1493344131,s01,0.01
1493344140,h01,0.35
1493344140,h03,0.24
1493344140,h02,1.52
1493344141,s01,0.01
1493344150,h02,1.43
1493344150,h03,0.57
1493344150,h01,0.29
1493344151,s01,0.01
1493344160,h01,0.25
1493344160,h03,0.56
1493344160,h02,1.28
1493344161,s01,0.01
1493344170,h02,1.16
1493344170,h03,0.55
1493344170,h01,0.21
1493344171,s01,0
1493344180,h01,0.18
1493344180,h03,0.46
1493344180,h02,0.98
1493344181,s01,0
1493344190,h02,1.14
1493344190,h03,0.54
1493344190,h01,0.15
1493344191,s01,0
1493344200,h01,0.2
1493344200,h03,0.61
1493344200,h02,0.96
1493344201,s01,0
1493344210,h02,0.96
1493344210,h03,0.52
1493344210,h01,0.17
1493344211,s01,0
1493344220,h01,0.23
1493344220,h03,0.44
1493344220,h02,1.06
1493344221,s01,0
1493344230,h02,1.2
1493344230,h03,0.53
1493344230,h01,0.19
1493344231,s01,0
1493344240,h01,0.32
1493344240,h03,0.44
1493344240,h02,1.24
1493344241,s01,0
1493344250,h02,1.96
1493344250,h03,0.38
1493344250,h01,0.34
1493344251,s01,0
1493344260,h01,0.29
1493344260,h03,0.32
1493344260,h02,1.74
1493344261,s01,0
1493344270,h02,1.62
1493344270,h03,0.27
1493344270,h01,0.24
1493344271,s01,0
1493344280,h01,0.21
1493344280,h03,0.23
1493344280,h02,1.37
1493344281,s01,0
1493344290,h02,1.16
1493344290,h03,0.34
1493344290,h01,0.62
1493344291,s01,0
1493344300,h01,0.6
1493344300,h03,0.29
1493344300,h02,1.22
1493344301,s01,0
1493344310,h02,1.1
1493344310,h03,0.24
1493344310,h01,0.51
1493344311,s01,0
1493344320,h01,0.43
1493344320,h03,0.2
1493344320,h02,0.93
1493344321,s01,0
1493344330,h02,0.79
1493344330,h03,0.17
1493344330,h01,0.36
1493344331,s01,0
1493344340,h01,0.39
1493344340,h03,0.37
1493344340,h02,0.67
1493344341,s01,0
1493344350,h02,0.57
1493344350,h03,0.38
1493344350,h01,0.55
1493344351,s01,0
1493344360,h01,0.46
1493344360,h03,0.4
1493344360,h02,0.8
1493344361,s01,0
1493344370,h02,0.83
1493344370,h03,0.89
1493344370,h01,0.47
1493344371,s01,0
1493344380,h01,0.7
1493344380,h03,1.21
1493344380,h02,0.86
1493344381,s01,0
1493344390,h02,0.96
1493344390,h03,1.1
1493344390,h01,0.75
1493344391,s01,0
1493344400,h01,0.95
1493344400,h03,1.16
1493344400,h02,1.43
1493344401,s01,0
1493344410,h02,1.45
1493344410,h03,1.21
1493344410,h01,0.96
1493344411,s01,0
1493344420,h01,0.96
1493344420,h03,1.17
1493344420,h02,1.38
1493344421,s01,0
1493344430,h02,1.55
1493344430,h03,1.16
1493344430,h01,1.12
1493344431,s01,0
1493344440,h01,1.39
1493344440,h03,1.36
1493344440,h02,1.39
1493344441,s01,0
1493344450,h02,1.4
1493344450,h03,1.45
1493344450,h01,1.57
1493344451,s01,0
1493344460,h01,1.48
1493344460,h03,1.46
1493344460,h02,1.26
1493344461,s01,0
1493344470,h02,1.15
1493344470,h03,1.39
1493344470,h01,1.41
1493344471,s01,0
1493344480,h01,1.35
1493344480,h03,1.33
1493344480,h02,1.12
1493344481,s01,0
1493344490,h02,1.03
1493344490,h03,1.57
1493344490,h01,1.37
1493344491,s01,0
1493344500,h01,1.47
1493344500,h03,2.08
1493344500,h02,1.02
1493344501,s01,0
1493344510,h02,1.09
1493344510,h03,2.38
1493344510,h01,2.46
1493344511,s01,0
1493344520,h01,3.29
1493344520,h03,2.61
1493344520,h02,1.08
1493344521,s01,0
1493344530,h02,1.73
1493344530,h03,2.75
1493344530,h01,3.68
1493344531,s01,0
1493344540,h01,4.23
1493344540,h03,2.71
1493344540,h02,1.62
1493344541,s01,0
1493344550,h02,1.68
1493344550,h03,2.82
1493344550,h01,3.96
1493344551,s01,0
1493344560,h01,4.29
1493344560,h03,2.46
1493344560,h02,2.39
1493344561,s01,0
1493344570,h02,2.03
1493344570,h03,2.3
1493344570,h01,4.91
1493344571,s01,0
1493344580,h01,5.21
1493344580,h03,2.09
1493344580,h02,1.93
1493344581,s01,0
1493344590,h02,1.71
1493344590,h03,1.99
1493344590,h01,5.23
1493344591,s01,0
1493344600,h01,6.16
1493344600,h03,1.76
1493344600,h02,1.52
1493344601,s01,0.08
1493344610,h02,1.29
1493344610,h03,1.56
1493344610,h01,6.21
1493344611,s01,0.07
1493344620,h01,6.86
1493344620,h03,1.39
1493344620,h02,1.24
1493344621,s01,0.06
1493344630,h02,1.2
1493344630,h03,1.18
1493344630,h01,6.35
1493344631,s01,0.05
1493344640,h01,6.05
1493344640,h03,1.08
1493344640,h02,1.1
1493344641,s01,0.04
1493344650,h02,1.08
1493344650,h03,0.99
1493344650,h01,5.66
1493344651,s01,0.03
1493344660,h01,5.33
1493344660,h03,0.99
1493344660,h02,1.07
1493344661,s01,0.03
1493344670,h02,0.99
1493344670,h03,0.84
1493344670,h01,5.29
1493344671,s01,0.02
1493344680,h01,5.65
1493344680,h03,0.87
1493344680,h02,0.99
1493344681,s01,0.02
1493344690,h02,1.07
1493344690,h03,0.89
1493344690,h01,5.17
1493344691,s01,0.02
1493344700,h01,5.47
1493344700,h03,0.9
1493344700,h02,1.06
1493344701,s01,0.01
1493344710,h02,1.12
1493344710,h03,1.14
1493344710,h01,5.16
1493344711,s01,0.01
1493344720,h01,4.83
1493344720,h03,1.27
1493344720,h02,1.18
1493344721,s01,0.01
1493344730,h02,1.15
1493344730,h03,1.22
1493344730,h01,4.77
1493344731,s01,0.01
1493344740,h01,4.65
1493344740,h03,1.27
1493344740,h02,1.13
1493344741,s01,0
1493344750,h02,1.11
1493344750,h03,1.39
1493344750,h01,4.4
1493344751,s01,0
1493344760,h01,4.11
1493344760,h03,1.33
1493344760,h02,1.17
1493344761,s01,0
1493344770,h02,1.14
1493344770,h03,1.36
1493344770,h01,3.95
1493344771,s01,0
1493344780,h01,3.57
1493344780,h03,1.3
1493344780,h02,1.2
1493344781,s01,0
1493344790,h02,1.24
1493344790,h03,1.26
1493344790,h01,3.55
1493344791,s01,0
1493344800,h01,3.39
1493344800,h03,1.3
1493344800,h02,1.28
1493344801,s01,0
1493344810,h02,1.31
1493344810,h03,1.4
1493344810,h01,3.26
1493344811,s01,0
1493344820,h01,3.07
1493344820,h03,1.34
1493344820,h02,1.33
1493344821,s01,0
1493344830,h02,1.2
1493344830,h03,1.51
1493344830,h01,3.2
1493344831,s01,0
1493344840,h01,3.02
1493344840,h03,1.35
1493344840,h02,1.1
1493344841,s01,0
1493344850,h02,1.08
1493344850,h03,1.29
1493344850,h01,2.94
1493344851,s01,0
1493344860,h01,3.09
1493344860,h03,1.41
1493344860,h02,1.47
1493344861,s01,0
1493344870,h02,1.84
1493344870,h03,1.35
1493344870,h01,3.4
1493344871,s01,0
1493344880,h01,3.18
1493344880,h03,1.29
1493344880,h02,1.71
1493344881,s01,0
1493344890,h02,1.6
1493344890,h03,1.17
1493344890,h01,2.69
1493344891,s01,0
1493344900,h01,2.27
1493344900,h03,0.99
1493344900,h02,1.43
1493344901,s01,0
1493344910,h02,1.53
1493344910,h03,0.99
1493344910,h01,2
1493344911,s01,0
1493344920,h01,1.69
1493344920,h03,0.92
1493344920,h02,1.29
1493344921,s01,0
1493344930,h02,1.17
1493344930,h03,0.86
1493344930,h01,1.58
1493344931,s01,0
1493344940,h01,1.49
1493344940,h03,0.95
1493344940,h02,1.29
1493344941,s01,0.15
1493344950,h02,1.32
1493344950,h03,1.4
1493344950,h01,1.87
1493344951,s01,0.12
1493344960,h01,1.81
1493344960,h03,1.63
1493344960,h02,1.27
1493344961,s01,0.1
1493344970,h02,1.3
1493344970,h03,1.46
1493344970,h01,1.69
1493344971,s01,0.09
1493344980,h01,1.98
1493344980,h03,2.03
1493344980,h02,1.17
1493344981,s01,0.07
1493344990,h02,1.15
1493344990,h03,2.17
1493344990,h01,1.9
1493344991,s01,0.06
1493345000,h01,1.92
1493345000,h03,2.5
1493345000,h02,1.57
1493345001,s01,0.05
1493345010,h02,1.56
1493345010,h03,2.73
1493345010,h01,2.69
1493345011,s01,0.04
1493345020,h01,3.36
1493345020,h03,2.47
1493345020,h02,1.55
1493345021,s01,0.04
1493345030,h02,1.77
1493345030,h03,2.69
1493345030,h01,3.7
1493345031,s01,0.03
1493345040,h01,4.27
1493345040,h03,2.58
1493345040,h02,1.65
1493345041,s01,0.02
1493345050,h02,1.87
1493345050,h03,2.73
1493345050,h01,4.62
1493345051,s01,0.02
1493345060,h01,5.15
1493345060,h03,2.62
1493345060,h02,1.9
1493345061,s01,0.02
1493345070,h02,1.92
1493345070,h03,2.37
1493345070,h01,5.05
1493345071,s01,0.01
1493345080,h01,5.18
1493345080,h03,2.48
1493345080,h02,1.93
1493345081,s01,0.01
1493345090,h02,2.01
1493345090,h03,2.49
1493345090,h01,5.3
1493345091,s01,0.01
1493345100,h01,5.02
1493345100,h03,2.25
1493345100,h02,2.02
1493345101,s01,0.01
1493345110,h02,1.93
1493345110,h03,2.5
1493345110,h01,5.71
1493345111,s01,0.01
1493345120,h01,5.38
1493345120,h03,2.27
1493345120,h02,1.7
1493345121,s01,0
1493345130,h02,1.82
1493345130,h03,1.92
1493345130,h01,5.24
1493345131,s01,0
1493345140,h01,4.98
1493345140,h03,2.56
1493345140,h02,1.92
1493345141,s01,0
1493345150,h02,1.71
1493345150,h03,2.24
1493345150,h01,4.76
1493345151,s01,0
1493345160,h01,4.87
1493345160,h03,1.89
1493345160,h02,1.61
1493345161,s01,0
1493345170,h02,1.67
1493345170,h03,2.15
1493345170,h01,4.51
1493345171,s01,0
1493345180,h01,4.45
1493345180,h03,1.82
1493345180,h02,1.41
1493345181,s01,0
1493345190,h02,1.35
1493345190,h03,1.54
1493345190,h01,4.61
1493345191,s01,0
1493345200,h01,4.36
1493345200,h03,1.38
1493345200,h02,1.14
1493345201,s01,0
1493345210,h02,1.34
1493345210,h03,1.16
1493345210,h01,4.87
1493345211,s01,0
1493345220,h01,4.67
1493345220,h03,0.98
1493345220,h02,1.35
1493345221,s01,0
1493345230,h02,1.14
1493345230,h03,0.83
1493345230,h01,5
1493345231,s01,0
1493345240,h01,4.85
1493345240,h03,1.01
1493345240,h02,1.04
1493345241,s01,0
1493345250,h02,1.04
1493345250,h03,1.09
1493345250,h01,4.94
1493345251,s01,0
1493345260,h01,4.33
1493345260,h03,1.07
1493345260,h02,0.96
1493345261,s01,0
1493345270,h02,0.81
1493345270,h03,0.91
1493345270,h01,3.74
1493345271,s01,0
1493345280,h01,3.64
1493345280,h03,0.77
1493345280,h02,0.69
1493345281,s01,0
1493345290,h02,0.73
1493345290,h03,0.72
1493345290,h01,3.54
1493345291,s01,0
1493345300,h01,3.46
1493345300,h03,0.68
1493345300,h02,0.62
1493345301,s01,0
1493345310,h02,0.92
1493345310,h03,0.58
1493345310,h01,3.09
1493345311,s01,0
1493345320,h01,2.77
1493345320,h03,0.49
1493345320,h02,1.86
1493345321,s01,0
1493345330,h02,2.35
1493345330,h03,0.73
1493345330,h01,2.42
1493345331,s01,0
1493345340,h01,2.13
1493345340,h03,0.69
1493345340,h02,2.6
1493345341,s01,0
1493345350,h02,2.73
1493345350,h03,0.58
1493345350,h01,2.51
1493345351,s01,0
1493345360,h01,2.27
1493345360,h03,0.49
1493345360,h02,2.93
1493345361,s01,0
1493345370,h02,2.94
1493345370,h03,0.42
1493345370,h01,2
1493345371,s01,0
1493345380,h01,1.84
1493345380,h03,0.51
1493345380,h02,3.27
1493345381,s01,0
1493345390,h02,3.69
1493345390,h03,0.51
1493345390,h01,1.71
1493345391,s01,0.07
1493345400,h01,1.6
1493345400,h03,0.66
1493345400,h02,3.74
1493345401,s01,0.06
1493345410,h02,3.62
1493345410,h03,0.86
1493345410,h01,1.58
1493345411,s01,0.05
1493345420,h01,1.49
1493345420,h03,0.73
1493345420,h02,3.6
1493345421,s01,0.04
1493345430,h02,3.59
1493345430,h03,0.7
1493345430,h01,1.5
1493345431,s01,0.04
1493345440,h01,1.5
1493345440,h03,0.66
1493345440,h02,3.5
1493345441,s01,0.03
1493345450,h02,3.78
1493345450,h03,0.72
1493345450,h01,1.57
1493345451,s01,0.02
1493345460,h01,1.33
1493345460,h03,0.61
1493345460,h02,3.35
1493345461,s01,0.02
1493345470,h02,2.83
1493345470,h03,0.6
1493345470,h01,1.28
1493345471,s01,0.02
1493345480,h01,1.4
1493345480,h03,0.5
1493345480,h02,2.69
1493345481,s01,0.01
1493345490,h02,2.5
1493345490,h03,0.43
1493345490,h01,1.5
1493345491,s01,0.01
1493345500,h01,1.64
1493345500,h03,0.44
1493345500,h02,2.11
1493345501,s01,0.01
1493345510,h02,1.94
1493345510,h03,0.45
1493345510,h01,1.39
1493345511,s01,0.01
1493345520,h01,1.25
1493345520,h03,0.38
1493345520,h02,1.64
1493345521,s01,0.01
1493345530,h02,1.7
1493345530,h03,0.47
1493345530,h01,1.21
1493345531,s01,0
1493345540,h01,1.18
1493345540,h03,0.63
1493345540,h02,1.59
1493345541,s01,0
1493345550,h02,1.5
1493345550,h03,0.99
1493345550,h01,1.23
1493345551,s01,0
1493345560,h01,1.12
1493345560,h03,1.22
1493345560,h02,1.72
1493345561,s01,0
1493345570,h02,1.45
1493345570,h03,1.18
1493345570,h01,1.39
1493345571,s01,0
1493345580,h01,1.85
1493345580,h03,1.15
1493345580,h02,1.54
1493345581,s01,0
1493345590,h02,1.45
1493345590,h03,1.13
1493345590,h01,1.72
1493345591,s01,0
1493345600,h01,1.61
1493345600,h03,1.11
1493345600,h02,1.3
1493345601,s01,0
1493345610,h02,1.32
1493345610,h03,1.01
1493345610,h01,1.36
1493345611,s01,0
1493345620,h01,1.23
1493345620,h03,0.86
1493345620,h02,1.2
1493345621,s01,0
1493345630,h02,1.02
1493345630,h03,0.72
1493345630,h01,1.04
1493345631,s01,0
1493345640,h01,0.95
1493345640,h03,0.69
1493345640,h02,0.86
1493345641,s01,0
1493345650,h02,1.54
1493345650,h03,0.58
1493345650,h01,0.8
1493345651,s01,0
1493345660,h01,0.91
1493345660,h03,0.64
1493345660,h02,1.3
1493345661,s01,0
1493345670,h02,1.1
1493345670,h03,0.54
1493345670,h01,0.84
1493345671,s01,0
1493345680,h01,0.71
1493345680,h03,0.78
1493345680,h02,1.57
1493345681,s01,0
1493345690,h02,1.55
1493345690,h03,1.5
1493345690,h01,1.19
1493345691,s01,0
1493345700,h01,1.01
1493345700,h03,2.28
1493345700,h02,1.31
1493345701,s01,0
1493345710,h02,1.27
1493345710,h03,2.77
1493345710,h01,0.85
1493345711,s01,0
1493345720,h01,0.72
1493345720,h03,2.81
1493345720,h02,1.15
1493345721,s01,0
1493345730,h02,1.12
1493345730,h03,2.84
1493345730,h01,0.83
1493345731,s01,0
1493345740,h01,0.7
1493345740,h03,2.87
1493345740,h02,0.95
1493345741,s01,0
1493345750,h02,1.04
1493345750,h03,3.03
1493345750,h01,0.59
1493345751,s01,0
1493345760,h01,0.5
1493345760,h03,3.11
1493345760,h02,1.18
1493345761,s01,0
1493345770,h02,1.08
1493345770,h03,3.15
1493345770,h01,0.59
1493345771,s01,0
1493345780,h01,0.49
1493345780,h03,2.66
1493345780,h02,0.91
1493345781,s01,0
1493345790,h02,0.93
1493345790,h03,2.25
1493345790,h01,0.42
1493345791,s01,0
1493345800,h01,0.51
1493345800,h03,1.91
1493345800,h02,0.95
1493345801,s01,0.07
1493345810,h02,0.8
1493345810,h03,1.93
1493345810,h01,0.43
1493345811,s01,0.06
1493345820,h01,0.45
1493345820,h03,1.63
1493345820,h02,0.92
1493345821,s01,0.05
1493345830,h02,0.94
1493345830,h03,1.54
1493345830,h01,0.38
1493345831,s01,0.04
1493345840,h01,0.63
1493345840,h03,1.3
1493345840,h02,0.79
1493345841,s01,0.04
1493345850,h02,0.91
1493345850,h03,1.4
1493345850,h01,0.62
1493345851,s01,0.03
1493345860,h01,0.6
1493345860,h03,1.66
1493345860,h02,0.92
1493345861,s01,0.02
1493345870,h02,0.93
1493345870,h03,1.94
1493345870,h01,0.74
1493345871,s01,0.02
1493345880,h01,0.78
1493345880,h03,1.88
1493345880,h02,1.02
1493345881,s01,0.02
1493345890,h02,0.94
1493345890,h03,1.75
1493345890,h01,0.81
1493345891,s01,0.01
1493345900,h01,1.07
1493345900,h03,1.71
1493345900,h02,0.95
1493345901,s01,0.01
1493345910,h02,0.96
1493345910,h03,1.6
1493345910,h01,1.06
1493345911,s01,0.01
1493345920,h01,1.05
1493345920,h03,1.51
1493345920,h02,0.96
1493345921,s01,0.01
1493345930,h02,0.89
1493345930,h03,1.43
1493345930,h01,1.04
1493345931,s01,0.01
1493345940,h01,1.11
1493345940,h03,1.29
1493345940,h02,1.07
1493345941,s01,0
1493345950,h02,1.06
1493345950,h03,1.54
1493345950,h01,1.1
1493345951,s01,0
1493345960,h01,1.97
1493345960,h03,1.68
1493345960,h02,1.05
1493345961,s01,0
1493345970,h02,1.05
1493345970,h03,1.5
1493345970,h01,2.57
1493345971,s01,0
1493345980,h01,2.62
1493345980,h03,1.34
1493345980,h02,1.04
1493345981,s01,0
1493345990,h02,0.95
1493345990,h03,1.29
1493345990,h01,2.38
1493345991,s01,0
1493346000,h01,2.39
1493346000,h03,1.32
1493346000,h02,1.04
1493346001,s01,0
1493346010,h02,1.2
1493346010,h03,1.35
1493346010,h01,2.57
1493346011,s01,0
1493346020,h01,2.4
1493346020,h03,1.68
1493346020,h02,1.16
1493346021,s01,0
1493346030,h02,1.06
1493346030,h03,1.95
1493346030,h01,2.62
1493346031,s01,0
1493346040,h01,2.44
1493346040,h03,1.97
1493346040,h02,0.97
1493346041,s01,0
1493346050,h02,0.89
1493346050,h03,1.97
1493346050,h01,2.36
1493346051,s01,0
1493346060,h01,2.6
1493346060,h03,1.82
1493346060,h02,1.07
1493346061,s01,0
1493346070,h02,1.45
1493346070,h03,1.78
1493346070,h01,2.57
1493346071,s01,0
1493346080,h01,2.48
1493346080,h03,1.73
1493346080,h02,1.22
1493346081,s01,0
1493346090,h02,1.04
1493346090,h03,1.77
1493346090,h01,2.17
1493346091,s01,0
1493346100,h01,2.2
1493346100,h03,1.57
1493346100,h02,0.88
1493346101,s01,0
1493346110,h02,0.74
1493346110,h03,1.41
1493346110,h01,2.09
1493346111,s01,0
1493346120,h01,2.06
1493346120,h03,1.27
1493346120,h02,0.63
1493346121,s01,0
1493346130,h02,0.53
1493346130,h03,1.07
1493346130,h01,1.89
1493346131,s01,0
1493346140,h01,2.2
1493346140,h03,0.99
1493346140,h02,0.45
1493346141,s01,0
1493346150,h02,0.38
1493346150,h03,0.84
1493346150,h01,2.08
1493346151,s01,0
1493346160,h01,1.98
1493346160,h03,0.85
1493346160,h02,0.39
1493346161,s01,0
1493346170,h02,0.33
1493346170,h03,0.96
1493346170,h01,1.82
1493346171,s01,0
1493346180,h01,1.85
1493346180,h03,1.26
1493346180,h02,0.44
1493346181,s01,0
1493346190,h02,0.52
1493346190,h03,1.22
1493346190,h01,2.02
1493346191,s01,0
1493346200,h01,2.79
1493346200,h03,1.33
1493346200,h02,0.6
1493346201,s01,0
1493346210,h02,0.98
1493346210,h03,1.13
1493346210,h01,2.66
1493346211,s01,0
1493346220,h01,2.7
1493346220,h03,1.11
1493346220,h02,1.06
1493346221,s01,0
1493346230,h02,1.2
1493346230,h03,1.56
1493346230,h01,2.73
1493346231,s01,0
1493346240,h01,2.69
1493346240,h03,1.46
1493346240,h02,1.16
1493346241,s01,0
1493346250,h02,1.14
1493346250,h03,1.46
1493346250,h01,2.65
1493346251,s01,0
1493346260,h01,2.54
1493346260,h03,1.38
1493346260,h02,1.12
1493346261,s01,0
1493346270,h02,1.67
1493346270,h03,1.48
1493346270,h01,2.52
1493346271,s01,0
1493346280,h01,2.66
1493346280,h03,1.41
1493346280,h02,1.63
1493346281,s01,0
1493346290,h02,1.53
1493346290,h03,1.19
1493346290,h01,2.56
1493346291,s01,0.07
1493346300,h01,2.32
1493346300,h03,1.16
1493346300,h02,1.6
1493346301,s01,0.06
1493346310,h02,1.51
1493346310,h03,1.21
1493346310,h01,2.26
1493346311,s01,0.05
1493346320,h01,2.14
1493346320,h03,1.19
1493346320,h02,1.35
1493346321,s01,0.04
1493346330,h02,1.3
1493346330,h03,1.08
1493346330,h01,2.04
1493346331,s01,0.04
1493346340,h01,2.03
1493346340,h03,1.21
1493346340,h02,1.25
1493346341,s01,0.03
1493346350,h02,1.13
1493346350,h03,1.09
1493346350,h01,1.94
1493346351,s01,0.02
1493346360,h01,1.79
1493346360,h03,1.15
1493346360,h02,0.96
1493346361,s01,0.02
1493346370,h02,0.88
1493346370,h03,0.97
1493346370,h01,1.73
1493346371,s01,0.02
1493346380,h01,1.61
1493346380,h03,0.82
1493346380,h02,0.98
1493346381,s01,0.01
1493346390,h02,0.83
1493346390,h03,0.69
1493346390,h01,1.36
1493346391,s01,0.01
1493346400,h01,1.31
1493346400,h03,0.59
1493346400,h02,0.7
1493346401,s01,0.01
1493346410,h02,0.59
1493346410,h03,0.64
1493346410,h01,1.11
1493346411,s01,0.01
1493346420,h01,0.94
1493346420,h03,0.54
1493346420,h02,1.1
1493346421,s01,0.01
1493346430,h02,0.93
1493346430,h03,0.46
1493346430,h01,0.8
1493346431,s01,0
1493346440,h01,0.67
1493346440,h03,0.47
1493346440,h02,0.93
1493346441,s01,0
1493346450,h02,0.79
1493346450,h03,0.48
1493346450,h01,0.57
1493346451,s01,0
1493346460,h01,0.64
1493346460,h03,0.64
1493346460,h02,0.67
1493346461,s01,0
1493346470,h02,0.56
1493346470,h03,1.01
1493346470,h01,0.54
1493346471,s01,0
1493346480,h01,0.61
1493346480,h03,0.93
1493346480,h02,0.48
1493346481,s01,0
1493346490,h02,0.4
1493346490,h03,1.02
1493346490,h01,0.52
1493346491,s01,0
1493346500,h01,0.92
1493346500,h03,1.01
1493346500,h02,0.49
1493346501,s01,0.07
1493346510,h02,0.41
1493346510,h03,0.93
1493346510,h01,0.78
1493346511,s01,0.06
1493346520,h01,0.81
1493346520,h03,0.79
1493346520,h02,0.43
1493346521,s01,0.05
1493346530,h02,0.36
1493346530,h03,0.67
1493346530,h01,0.68
1493346531,s01,0.04
1493346540,h01,0.65
1493346540,h03,0.78
1493346540,h02,0.46
1493346541,s01,0.04
1493346550,h02,0.39
1493346550,h03,0.66
1493346550,h01,0.63
1493346551,s01,0.03
1493346560,h01,0.68
1493346560,h03,0.64
